"ppn","school","class","group","trial","block","target","reward","reward_num","effort","choice","SUS_social_anxiety","SUS_peers_self_esteem","SUS_total","SUS_total_c"
"181","2","5","low_norm","2_CLIMATE_6hard90","post","climate","6",6,"90",1,2.5,2.25,2.375,-0.173259493670886
"181","2","5","low_norm","2_CLIMATE_10hard90","post","climate","10",10,"90",1,2.5,2.25,2.375,-0.173259493670886
"181","2","5","low_norm","2_OTHERS_2easy40","post","prosocial","2",2,"40",1,2.5,2.25,2.375,-0.173259493670886
"181","2","5","low_norm","2_OTHERS_6easy40","post","prosocial","6",6,"40",1,2.5,2.25,2.375,-0.173259493670886
"181","2","5","low_norm","2_OTHERS_10easy40","post","prosocial","10",10,"40",1,2.5,2.25,2.375,-0.173259493670886
"181","2","5","low_norm","2_OTHERS_2hard90","post","prosocial","2",2,"90",1,2.5,2.25,2.375,-0.173259493670886
"181","2","5","low_norm","2_OTHERS_6hard90","post","prosocial","6",6,"90",1,2.5,2.25,2.375,-0.173259493670886
"181","2","5","low_norm","2_OTHERS_10hard90","post","prosocial","10",10,"90",1,2.5,2.25,2.375,-0.173259493670886
"184","2","5","high_norm","1_SELF_2easy40","pre","self","2",2,"40",1,1,1,1,-1.54825949367089
"184","2","5","high_norm","1_SELF_6easy40","pre","self","6",6,"40",1,1,1,1,-1.54825949367089
"184","2","5","high_norm","1_SELF_10easy40","pre","self","10",10,"40",1,1,1,1,-1.54825949367089
"184","2","5","high_norm","1_SELF_2hard90","pre","self","2",2,"90",1,1,1,1,-1.54825949367089
"184","2","5","high_norm","1_SELF_6hard90","pre","self","6",6,"90",1,1,1,1,-1.54825949367089
"184","2","5","high_norm","1_SELF_10hard90","pre","self","10",10,"90",1,1,1,1,-1.54825949367089
"184","2","5","high_norm","1_CLIMATE_2easy40","pre","climate","2",2,"40",1,1,1,1,-1.54825949367089
"184","2","5","high_norm","1_CLIMATE_6easy40","pre","climate","6",6,"40",0,1,1,1,-1.54825949367089
"184","2","5","high_norm","1_CLIMATE_10easy40","pre","climate","10",10,"40",0,1,1,1,-1.54825949367089
"184","2","5","high_norm","1_CLIMATE_2hard90","pre","climate","2",2,"90",0,1,1,1,-1.54825949367089
"184","2","5","high_norm","1_CLIMATE_6hard90","pre","climate","6",6,"90",0,1,1,1,-1.54825949367089
"184","2","5","high_norm","1_CLIMATE_10hard90","pre","climate","10",10,"90",0,1,1,1,-1.54825949367089
"184","2","5","high_norm","1_OTHERS_2easy40","pre","prosocial","2",2,"40",0,1,1,1,-1.54825949367089
"184","2","5","high_norm","1_OTHERS_6easy40","pre","prosocial","6",6,"40",1,1,1,1,-1.54825949367089
"184","2","5","high_norm","1_OTHERS_10easy40","pre","prosocial","10",10,"40",1,1,1,1,-1.54825949367089
"184","2","5","high_norm","1_OTHERS_2hard90","pre","prosocial","2",2,"90",0,1,1,1,-1.54825949367089
"184","2","5","high_norm","1_OTHERS_6hard90","pre","prosocial","6",6,"90",0,1,1,1,-1.54825949367089
"184","2","5","high_norm","1_OTHERS_10hard90","pre","prosocial","10",10,"90",1,1,1,1,-1.54825949367089
"184","2","5","high_norm","2_SELF_2easy40","post","self","2",2,"40",1,1,1,1,-1.54825949367089
"184","2","5","high_norm","2_SELF_6easy40","post","self","6",6,"40",1,1,1,1,-1.54825949367089
"184","2","5","high_norm","2_SELF_10easy40","post","self","10",10,"40",1,1,1,1,-1.54825949367089
"184","2","5","high_norm","2_SELF_2hard90","post","self","2",2,"90",1,1,1,1,-1.54825949367089
"184","2","5","high_norm","2_SELF_6hard90","post","self","6",6,"90",1,1,1,1,-1.54825949367089
"184","2","5","high_norm","2_SELF_10hard90","post","self","10",10,"90",1,1,1,1,-1.54825949367089
"184","2","5","high_norm","2_CLIMATE_2easy40","post","climate","2",2,"40",0,1,1,1,-1.54825949367089
"184","2","5","high_norm","2_CLIMATE_6easy40","post","climate","6",6,"40",0,1,1,1,-1.54825949367089
"184","2","5","high_norm","2_CLIMATE_10easy40","post","climate","10",10,"40",0,1,1,1,-1.54825949367089
"184","2","5","high_norm","2_CLIMATE_2hard90","post","climate","2",2,"90",0,1,1,1,-1.54825949367089
"184","2","5","high_norm","2_CLIMATE_6hard90","post","climate","6",6,"90",0,1,1,1,-1.54825949367089
"184","2","5","high_norm","2_CLIMATE_10hard90","post","climate","10",10,"90",0,1,1,1,-1.54825949367089
"184","2","5","high_norm","2_OTHERS_2easy40","post","prosocial","2",2,"40",0,1,1,1,-1.54825949367089
"184","2","5","high_norm","2_OTHERS_6easy40","post","prosocial","6",6,"40",0,1,1,1,-1.54825949367089
"184","2","5","high_norm","2_OTHERS_10easy40","post","prosocial","10",10,"40",0,1,1,1,-1.54825949367089
"184","2","5","high_norm","2_OTHERS_2hard90","post","prosocial","2",2,"90",0,1,1,1,-1.54825949367089
"184","2","5","high_norm","2_OTHERS_6hard90","post","prosocial","6",6,"90",0,1,1,1,-1.54825949367089
"184","2","5","high_norm","2_OTHERS_10hard90","post","prosocial","10",10,"90",0,1,1,1,-1.54825949367089
"188","3","8","high_norm","1_SELF_2easy40","pre","self","2",2,"40",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","1_SELF_6easy40","pre","self","6",6,"40",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","1_SELF_10easy40","pre","self","10",10,"40",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","1_SELF_2hard90","pre","self","2",2,"90",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","1_SELF_6hard90","pre","self","6",6,"90",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","1_SELF_10hard90","pre","self","10",10,"90",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","1_CLIMATE_2easy40","pre","climate","2",2,"40",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","1_CLIMATE_6easy40","pre","climate","6",6,"40",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","1_CLIMATE_10easy40","pre","climate","10",10,"40",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","1_CLIMATE_2hard90","pre","climate","2",2,"90",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","1_CLIMATE_6hard90","pre","climate","6",6,"90",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","1_CLIMATE_10hard90","pre","climate","10",10,"90",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","1_OTHERS_2easy40","pre","prosocial","2",2,"40",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","1_OTHERS_6easy40","pre","prosocial","6",6,"40",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","1_OTHERS_10easy40","pre","prosocial","10",10,"40",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","1_OTHERS_2hard90","pre","prosocial","2",2,"90",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","1_OTHERS_6hard90","pre","prosocial","6",6,"90",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","1_OTHERS_10hard90","pre","prosocial","10",10,"90",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","2_SELF_2easy40","post","self","2",2,"40",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","2_SELF_6easy40","post","self","6",6,"40",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","2_SELF_10easy40","post","self","10",10,"40",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","2_SELF_2hard90","post","self","2",2,"90",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","2_SELF_6hard90","post","self","6",6,"90",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","2_SELF_10hard90","post","self","10",10,"90",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","2_CLIMATE_2easy40","post","climate","2",2,"40",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","2_CLIMATE_6easy40","post","climate","6",6,"40",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","2_CLIMATE_10easy40","post","climate","10",10,"40",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","2_CLIMATE_2hard90","post","climate","2",2,"90",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","2_CLIMATE_6hard90","post","climate","6",6,"90",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","2_CLIMATE_10hard90","post","climate","10",10,"90",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","2_OTHERS_2easy40","post","prosocial","2",2,"40",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","2_OTHERS_6easy40","post","prosocial","6",6,"40",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","2_OTHERS_10easy40","post","prosocial","10",10,"40",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","2_OTHERS_2hard90","post","prosocial","2",2,"90",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","2_OTHERS_6hard90","post","prosocial","6",6,"90",1,3.25,3,3.125,0.576740506329114
"188","3","8","high_norm","2_OTHERS_10hard90","post","prosocial","10",10,"90",1,3.25,3,3.125,0.576740506329114
"192","3","8","control","1_SELF_2easy40","pre","self","2",2,"40",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","1_SELF_6easy40","pre","self","6",6,"40",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","1_SELF_10easy40","pre","self","10",10,"40",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","1_SELF_2hard90","pre","self","2",2,"90",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","1_SELF_6hard90","pre","self","6",6,"90",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","1_SELF_10hard90","pre","self","10",10,"90",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","1_CLIMATE_2easy40","pre","climate","2",2,"40",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","1_CLIMATE_6easy40","pre","climate","6",6,"40",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","1_CLIMATE_10easy40","pre","climate","10",10,"40",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","1_CLIMATE_2hard90","pre","climate","2",2,"90",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","1_CLIMATE_6hard90","pre","climate","6",6,"90",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","1_CLIMATE_10hard90","pre","climate","10",10,"90",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","1_OTHERS_2easy40","pre","prosocial","2",2,"40",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","1_OTHERS_6easy40","pre","prosocial","6",6,"40",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","1_OTHERS_10easy40","pre","prosocial","10",10,"40",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","1_OTHERS_2hard90","pre","prosocial","2",2,"90",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","1_OTHERS_6hard90","pre","prosocial","6",6,"90",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","1_OTHERS_10hard90","pre","prosocial","10",10,"90",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","2_SELF_2easy40","post","self","2",2,"40",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","2_SELF_6easy40","post","self","6",6,"40",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","2_SELF_10easy40","post","self","10",10,"40",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","2_SELF_2hard90","post","self","2",2,"90",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","2_SELF_6hard90","post","self","6",6,"90",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","2_SELF_10hard90","post","self","10",10,"90",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","2_CLIMATE_2easy40","post","climate","2",2,"40",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","2_CLIMATE_6easy40","post","climate","6",6,"40",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","2_CLIMATE_10easy40","post","climate","10",10,"40",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","2_CLIMATE_2hard90","post","climate","2",2,"90",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","2_CLIMATE_6hard90","post","climate","6",6,"90",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","2_CLIMATE_10hard90","post","climate","10",10,"90",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","2_OTHERS_2easy40","post","prosocial","2",2,"40",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","2_OTHERS_6easy40","post","prosocial","6",6,"40",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","2_OTHERS_10easy40","post","prosocial","10",10,"40",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","2_OTHERS_2hard90","post","prosocial","2",2,"90",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","2_OTHERS_6hard90","post","prosocial","6",6,"90",1,1.5,3.5,2.5,-0.0482594936708862
"192","3","8","control","2_OTHERS_10hard90","post","prosocial","10",10,"90",1,1.5,3.5,2.5,-0.0482594936708862
"201","3","8","low_norm","1_SELF_2easy40","pre","self","2",2,"40",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","1_SELF_6easy40","pre","self","6",6,"40",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","1_SELF_10easy40","pre","self","10",10,"40",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","1_SELF_2hard90","pre","self","2",2,"90",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","1_SELF_6hard90","pre","self","6",6,"90",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","1_SELF_10hard90","pre","self","10",10,"90",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","1_CLIMATE_2easy40","pre","climate","2",2,"40",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","1_CLIMATE_6easy40","pre","climate","6",6,"40",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","1_CLIMATE_10easy40","pre","climate","10",10,"40",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","1_CLIMATE_2hard90","pre","climate","2",2,"90",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","1_CLIMATE_6hard90","pre","climate","6",6,"90",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","1_CLIMATE_10hard90","pre","climate","10",10,"90",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","1_OTHERS_2easy40","pre","prosocial","2",2,"40",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","1_OTHERS_6easy40","pre","prosocial","6",6,"40",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","1_OTHERS_10easy40","pre","prosocial","10",10,"40",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","1_OTHERS_2hard90","pre","prosocial","2",2,"90",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","1_OTHERS_6hard90","pre","prosocial","6",6,"90",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","1_OTHERS_10hard90","pre","prosocial","10",10,"90",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","2_SELF_2easy40","post","self","2",2,"40",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","2_SELF_6easy40","post","self","6",6,"40",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","2_SELF_10easy40","post","self","10",10,"40",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","2_SELF_2hard90","post","self","2",2,"90",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","2_SELF_6hard90","post","self","6",6,"90",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","2_SELF_10hard90","post","self","10",10,"90",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","2_CLIMATE_2easy40","post","climate","2",2,"40",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","2_CLIMATE_6easy40","post","climate","6",6,"40",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","2_CLIMATE_10easy40","post","climate","10",10,"40",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","2_CLIMATE_2hard90","post","climate","2",2,"90",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","2_CLIMATE_6hard90","post","climate","6",6,"90",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","2_CLIMATE_10hard90","post","climate","10",10,"90",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","2_OTHERS_2easy40","post","prosocial","2",2,"40",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","2_OTHERS_6easy40","post","prosocial","6",6,"40",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","2_OTHERS_10easy40","post","prosocial","10",10,"40",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","2_OTHERS_2hard90","post","prosocial","2",2,"90",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","2_OTHERS_6hard90","post","prosocial","6",6,"90",1,1.75,1.75,1.75,-0.798259493670886
"201","3","8","low_norm","2_OTHERS_10hard90","post","prosocial","10",10,"90",1,1.75,1.75,1.75,-0.798259493670886
"218","3","9","control","1_SELF_2easy40","pre","self","2",2,"40",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","1_SELF_6easy40","pre","self","6",6,"40",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","1_SELF_10easy40","pre","self","10",10,"40",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","1_SELF_2hard90","pre","self","2",2,"90",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","1_SELF_6hard90","pre","self","6",6,"90",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","1_SELF_10hard90","pre","self","10",10,"90",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","1_CLIMATE_2easy40","pre","climate","2",2,"40",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","1_CLIMATE_6easy40","pre","climate","6",6,"40",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","1_CLIMATE_10easy40","pre","climate","10",10,"40",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","1_CLIMATE_2hard90","pre","climate","2",2,"90",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","1_CLIMATE_6hard90","pre","climate","6",6,"90",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","1_CLIMATE_10hard90","pre","climate","10",10,"90",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","1_OTHERS_2easy40","pre","prosocial","2",2,"40",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","1_OTHERS_6easy40","pre","prosocial","6",6,"40",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","1_OTHERS_10easy40","pre","prosocial","10",10,"40",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","1_OTHERS_2hard90","pre","prosocial","2",2,"90",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","1_OTHERS_6hard90","pre","prosocial","6",6,"90",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","1_OTHERS_10hard90","pre","prosocial","10",10,"90",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","2_SELF_2easy40","post","self","2",2,"40",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","2_SELF_6easy40","post","self","6",6,"40",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","2_SELF_10easy40","post","self","10",10,"40",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","2_SELF_2hard90","post","self","2",2,"90",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","2_SELF_6hard90","post","self","6",6,"90",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","2_SELF_10hard90","post","self","10",10,"90",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","2_CLIMATE_2easy40","post","climate","2",2,"40",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","2_CLIMATE_6easy40","post","climate","6",6,"40",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","2_CLIMATE_10easy40","post","climate","10",10,"40",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","2_CLIMATE_2hard90","post","climate","2",2,"90",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","2_CLIMATE_6hard90","post","climate","6",6,"90",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","2_CLIMATE_10hard90","post","climate","10",10,"90",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","2_OTHERS_2easy40","post","prosocial","2",2,"40",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","2_OTHERS_6easy40","post","prosocial","6",6,"40",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","2_OTHERS_10easy40","post","prosocial","10",10,"40",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","2_OTHERS_2hard90","post","prosocial","2",2,"90",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","2_OTHERS_6hard90","post","prosocial","6",6,"90",1,4.5,4.5,4.5,1.95174050632911
"218","3","9","control","2_OTHERS_10hard90","post","prosocial","10",10,"90",1,4.5,4.5,4.5,1.95174050632911
"219","3","9","high_norm","1_SELF_2easy40","pre","self","2",2,"40",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","1_SELF_6easy40","pre","self","6",6,"40",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","1_SELF_10easy40","pre","self","10",10,"40",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","1_SELF_2hard90","pre","self","2",2,"90",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","1_SELF_6hard90","pre","self","6",6,"90",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","1_SELF_10hard90","pre","self","10",10,"90",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","1_CLIMATE_2easy40","pre","climate","2",2,"40",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","1_CLIMATE_6easy40","pre","climate","6",6,"40",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","1_CLIMATE_10easy40","pre","climate","10",10,"40",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","1_CLIMATE_2hard90","pre","climate","2",2,"90",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","1_CLIMATE_6hard90","pre","climate","6",6,"90",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","1_CLIMATE_10hard90","pre","climate","10",10,"90",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","1_OTHERS_2easy40","pre","prosocial","2",2,"40",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","1_OTHERS_6easy40","pre","prosocial","6",6,"40",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","1_OTHERS_10easy40","pre","prosocial","10",10,"40",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","1_OTHERS_2hard90","pre","prosocial","2",2,"90",0,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","1_OTHERS_6hard90","pre","prosocial","6",6,"90",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","1_OTHERS_10hard90","pre","prosocial","10",10,"90",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","2_SELF_2easy40","post","self","2",2,"40",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","2_SELF_6easy40","post","self","6",6,"40",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","2_SELF_10easy40","post","self","10",10,"40",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","2_SELF_2hard90","post","self","2",2,"90",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","2_SELF_6hard90","post","self","6",6,"90",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","2_SELF_10hard90","post","self","10",10,"90",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","2_CLIMATE_2easy40","post","climate","2",2,"40",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","2_CLIMATE_6easy40","post","climate","6",6,"40",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","2_CLIMATE_10easy40","post","climate","10",10,"40",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","2_CLIMATE_2hard90","post","climate","2",2,"90",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","2_CLIMATE_6hard90","post","climate","6",6,"90",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","2_CLIMATE_10hard90","post","climate","10",10,"90",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","2_OTHERS_2easy40","post","prosocial","2",2,"40",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","2_OTHERS_6easy40","post","prosocial","6",6,"40",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","2_OTHERS_10easy40","post","prosocial","10",10,"40",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","2_OTHERS_2hard90","post","prosocial","2",2,"90",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","2_OTHERS_6hard90","post","prosocial","6",6,"90",1,2.75,4.75,3.75,1.20174050632911
"219","3","9","high_norm","2_OTHERS_10hard90","post","prosocial","10",10,"90",1,2.75,4.75,3.75,1.20174050632911
"221","3","9","high_norm","1_SELF_2easy40","pre","self","2",2,"40",1,1.75,3.5,2.625,0.0767405063291138
"221","3","9","high_norm","1_SELF_6easy40","pre","self","6",6,"40",1,1.75,3.5,2.625,0.0767405063291138
"221","3","9","high_norm","1_SELF_10easy40","pre","self","10",10,"40",1,1.75,3.5,2.625,0.0767405063291138
"221","3","9","high_norm","1_SELF_2hard90","pre","self","2",2,"90",1,1.75,3.5,2.625,0.0767405063291138
"221","3","9","high_norm","1_SELF_6hard90","pre","self","6",6,"90",1,1.75,3.5,2.625,0.0767405063291138
"221","3","9","high_norm","1_SELF_10hard90","pre","self","10",10,"90",1,1.75,3.5,2.625,0.0767405063291138
"221","3","9","high_norm","1_CLIMATE_2easy40","pre","climate","2",2,"40",1,1.75,3.5,2.625,0.0767405063291138
"221","3","9","high_norm","1_CLIMATE_6easy40","pre","climate","6",6,"40",1,1.75,3.5,2.625,0.0767405063291138
"221","3","9","high_norm","1_CLIMATE_10easy40","pre","climate","10",10,"40",1,1.75,3.5,2.625,0.0767405063291138
"221","3","9","high_norm","1_CLIMATE_2hard90","pre","climate","2",2,"90",1,1.75,3.5,2.625,0.0767405063291138
"221","3","9","high_norm","1_CLIMATE_6hard90","pre","climate","6",6,"90",1,1.75,3.5,2.625,0.0767405063291138
"221","3","9","high_norm","1_CLIMATE_10hard90","pre","climate","10",10,"90",1,1.75,3.5,2.625,0.0767405063291138
"221","3","9","high_norm","1_OTHERS_2easy40","pre","prosocial","2",2,"40",0,1.75,3.5,2.625,0.0767405063291138
"221","3","9","high_norm","1_OTHERS_6easy40","pre","prosocial","6",6,"40",1,1.75,3.5,2.625,0.0767405063291138
"221","3","9","high_norm","1_OTHERS_10easy40","pre","prosocial","10",10,"40",1,1.75,3.5,2.625,0.0767405063291138
