"ppn","school","class","group","trial","block","target","reward","reward_num","effort","choice","SUS_social_anxiety","SUS_peers_self_esteem","SUS_total","SUS_total_c"
"44","1","7","high_norm","2_OTHERS_2hard90","post","prosocial","2",2,"90",1,2.75,4,3.375,0.826740506329114
"44","1","7","high_norm","2_OTHERS_6hard90","post","prosocial","6",6,"90",1,2.75,4,3.375,0.826740506329114
"44","1","7","high_norm","2_OTHERS_10hard90","post","prosocial","10",10,"90",1,2.75,4,3.375,0.826740506329114
"48","1","7","low_norm","1_SELF_2easy40","pre","self","2",2,"40",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","1_SELF_6easy40","pre","self","6",6,"40",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","1_SELF_10easy40","pre","self","10",10,"40",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","1_SELF_2hard90","pre","self","2",2,"90",0,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","1_SELF_6hard90","pre","self","6",6,"90",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","1_SELF_10hard90","pre","self","10",10,"90",0,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","1_CLIMATE_2easy40","pre","climate","2",2,"40",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","1_CLIMATE_6easy40","pre","climate","6",6,"40",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","1_CLIMATE_10easy40","pre","climate","10",10,"40",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","1_CLIMATE_2hard90","pre","climate","2",2,"90",0,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","1_CLIMATE_6hard90","pre","climate","6",6,"90",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","1_CLIMATE_10hard90","pre","climate","10",10,"90",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","1_OTHERS_2easy40","pre","prosocial","2",2,"40",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","1_OTHERS_6easy40","pre","prosocial","6",6,"40",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","1_OTHERS_10easy40","pre","prosocial","10",10,"40",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","1_OTHERS_2hard90","pre","prosocial","2",2,"90",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","1_OTHERS_6hard90","pre","prosocial","6",6,"90",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","1_OTHERS_10hard90","pre","prosocial","10",10,"90",0,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","2_SELF_2easy40","post","self","2",2,"40",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","2_SELF_6easy40","post","self","6",6,"40",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","2_SELF_10easy40","post","self","10",10,"40",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","2_SELF_2hard90","post","self","2",2,"90",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","2_SELF_6hard90","post","self","6",6,"90",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","2_SELF_10hard90","post","self","10",10,"90",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","2_CLIMATE_2easy40","post","climate","2",2,"40",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","2_CLIMATE_6easy40","post","climate","6",6,"40",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","2_CLIMATE_10easy40","post","climate","10",10,"40",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","2_CLIMATE_2hard90","post","climate","2",2,"90",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","2_CLIMATE_6hard90","post","climate","6",6,"90",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","2_CLIMATE_10hard90","post","climate","10",10,"90",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","2_OTHERS_2easy40","post","prosocial","2",2,"40",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","2_OTHERS_6easy40","post","prosocial","6",6,"40",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","2_OTHERS_10easy40","post","prosocial","10",10,"40",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","2_OTHERS_2hard90","post","prosocial","2",2,"90",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","2_OTHERS_6hard90","post","prosocial","6",6,"90",1,3.5,3.5,3.5,0.951740506329114
"48","1","7","low_norm","2_OTHERS_10hard90","post","prosocial","10",10,"90",1,3.5,3.5,3.5,0.951740506329114
"49","1","7","control","1_SELF_2easy40","pre","self","2",2,"40",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","1_SELF_6easy40","pre","self","6",6,"40",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","1_SELF_10easy40","pre","self","10",10,"40",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","1_SELF_2hard90","pre","self","2",2,"90",0,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","1_SELF_6hard90","pre","self","6",6,"90",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","1_SELF_10hard90","pre","self","10",10,"90",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","1_CLIMATE_2easy40","pre","climate","2",2,"40",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","1_CLIMATE_6easy40","pre","climate","6",6,"40",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","1_CLIMATE_10easy40","pre","climate","10",10,"40",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","1_CLIMATE_2hard90","pre","climate","2",2,"90",0,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","1_CLIMATE_6hard90","pre","climate","6",6,"90",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","1_CLIMATE_10hard90","pre","climate","10",10,"90",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","1_OTHERS_2easy40","pre","prosocial","2",2,"40",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","1_OTHERS_6easy40","pre","prosocial","6",6,"40",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","1_OTHERS_10easy40","pre","prosocial","10",10,"40",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","1_OTHERS_2hard90","pre","prosocial","2",2,"90",0,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","1_OTHERS_6hard90","pre","prosocial","6",6,"90",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","1_OTHERS_10hard90","pre","prosocial","10",10,"90",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","2_SELF_2easy40","post","self","2",2,"40",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","2_SELF_6easy40","post","self","6",6,"40",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","2_SELF_10easy40","post","self","10",10,"40",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","2_SELF_2hard90","post","self","2",2,"90",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","2_SELF_6hard90","post","self","6",6,"90",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","2_SELF_10hard90","post","self","10",10,"90",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","2_CLIMATE_2easy40","post","climate","2",2,"40",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","2_CLIMATE_6easy40","post","climate","6",6,"40",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","2_CLIMATE_10easy40","post","climate","10",10,"40",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","2_CLIMATE_2hard90","post","climate","2",2,"90",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","2_CLIMATE_6hard90","post","climate","6",6,"90",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","2_CLIMATE_10hard90","post","climate","10",10,"90",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","2_OTHERS_2easy40","post","prosocial","2",2,"40",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","2_OTHERS_6easy40","post","prosocial","6",6,"40",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","2_OTHERS_10easy40","post","prosocial","10",10,"40",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","2_OTHERS_2hard90","post","prosocial","2",2,"90",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","2_OTHERS_6hard90","post","prosocial","6",6,"90",1,2.75,2.75,2.75,0.201740506329114
"49","1","7","control","2_OTHERS_10hard90","post","prosocial","10",10,"90",1,2.75,2.75,2.75,0.201740506329114
"52","1","7","high_norm","1_SELF_2easy40","pre","self","2",2,"40",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","1_SELF_6easy40","pre","self","6",6,"40",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","1_SELF_10easy40","pre","self","10",10,"40",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","1_SELF_2hard90","pre","self","2",2,"90",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","1_SELF_6hard90","pre","self","6",6,"90",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","1_SELF_10hard90","pre","self","10",10,"90",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","1_CLIMATE_2easy40","pre","climate","2",2,"40",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","1_CLIMATE_6easy40","pre","climate","6",6,"40",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","1_CLIMATE_10easy40","pre","climate","10",10,"40",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","1_CLIMATE_2hard90","pre","climate","2",2,"90",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","1_CLIMATE_6hard90","pre","climate","6",6,"90",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","1_CLIMATE_10hard90","pre","climate","10",10,"90",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","1_OTHERS_2easy40","pre","prosocial","2",2,"40",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","1_OTHERS_6easy40","pre","prosocial","6",6,"40",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","1_OTHERS_10easy40","pre","prosocial","10",10,"40",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","1_OTHERS_2hard90","pre","prosocial","2",2,"90",0,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","1_OTHERS_6hard90","pre","prosocial","6",6,"90",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","1_OTHERS_10hard90","pre","prosocial","10",10,"90",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","2_SELF_2easy40","post","self","2",2,"40",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","2_SELF_6easy40","post","self","6",6,"40",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","2_SELF_10easy40","post","self","10",10,"40",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","2_SELF_2hard90","post","self","2",2,"90",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","2_SELF_6hard90","post","self","6",6,"90",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","2_SELF_10hard90","post","self","10",10,"90",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","2_CLIMATE_2easy40","post","climate","2",2,"40",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","2_CLIMATE_6easy40","post","climate","6",6,"40",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","2_CLIMATE_10easy40","post","climate","10",10,"40",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","2_CLIMATE_2hard90","post","climate","2",2,"90",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","2_CLIMATE_6hard90","post","climate","6",6,"90",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","2_CLIMATE_10hard90","post","climate","10",10,"90",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","2_OTHERS_2easy40","post","prosocial","2",2,"40",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","2_OTHERS_6easy40","post","prosocial","6",6,"40",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","2_OTHERS_10easy40","post","prosocial","10",10,"40",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","2_OTHERS_2hard90","post","prosocial","2",2,"90",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","2_OTHERS_6hard90","post","prosocial","6",6,"90",1,1.5,2.25,1.875,-0.673259493670886
"52","1","7","high_norm","2_OTHERS_10hard90","post","prosocial","10",10,"90",1,1.5,2.25,1.875,-0.673259493670886
"53","1","7","high_norm","1_SELF_2easy40","pre","self","2",2,"40",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","1_SELF_6easy40","pre","self","6",6,"40",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","1_SELF_10easy40","pre","self","10",10,"40",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","1_SELF_2hard90","pre","self","2",2,"90",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","1_SELF_6hard90","pre","self","6",6,"90",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","1_SELF_10hard90","pre","self","10",10,"90",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","1_CLIMATE_2easy40","pre","climate","2",2,"40",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","1_CLIMATE_6easy40","pre","climate","6",6,"40",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","1_CLIMATE_10easy40","pre","climate","10",10,"40",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","1_CLIMATE_2hard90","pre","climate","2",2,"90",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","1_CLIMATE_6hard90","pre","climate","6",6,"90",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","1_CLIMATE_10hard90","pre","climate","10",10,"90",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","1_OTHERS_2easy40","pre","prosocial","2",2,"40",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","1_OTHERS_6easy40","pre","prosocial","6",6,"40",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","1_OTHERS_10easy40","pre","prosocial","10",10,"40",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","1_OTHERS_2hard90","pre","prosocial","2",2,"90",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","1_OTHERS_6hard90","pre","prosocial","6",6,"90",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","1_OTHERS_10hard90","pre","prosocial","10",10,"90",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","2_SELF_2easy40","post","self","2",2,"40",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","2_SELF_6easy40","post","self","6",6,"40",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","2_SELF_10easy40","post","self","10",10,"40",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","2_SELF_2hard90","post","self","2",2,"90",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","2_SELF_6hard90","post","self","6",6,"90",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","2_SELF_10hard90","post","self","10",10,"90",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","2_CLIMATE_2easy40","post","climate","2",2,"40",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","2_CLIMATE_6easy40","post","climate","6",6,"40",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","2_CLIMATE_10easy40","post","climate","10",10,"40",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","2_CLIMATE_2hard90","post","climate","2",2,"90",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","2_CLIMATE_6hard90","post","climate","6",6,"90",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","2_CLIMATE_10hard90","post","climate","10",10,"90",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","2_OTHERS_2easy40","post","prosocial","2",2,"40",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","2_OTHERS_6easy40","post","prosocial","6",6,"40",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","2_OTHERS_10easy40","post","prosocial","10",10,"40",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","2_OTHERS_2hard90","post","prosocial","2",2,"90",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","2_OTHERS_6hard90","post","prosocial","6",6,"90",1,3.25,3.5,3.375,0.826740506329114
"53","1","7","high_norm","2_OTHERS_10hard90","post","prosocial","10",10,"90",1,3.25,3.5,3.375,0.826740506329114
"54","1","7","low_norm","1_SELF_2easy40","pre","self","2",2,"40",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","1_SELF_6easy40","pre","self","6",6,"40",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","1_SELF_10easy40","pre","self","10",10,"40",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","1_SELF_2hard90","pre","self","2",2,"90",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","1_SELF_6hard90","pre","self","6",6,"90",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","1_SELF_10hard90","pre","self","10",10,"90",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","1_CLIMATE_2easy40","pre","climate","2",2,"40",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","1_CLIMATE_6easy40","pre","climate","6",6,"40",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","1_CLIMATE_10easy40","pre","climate","10",10,"40",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","1_CLIMATE_2hard90","pre","climate","2",2,"90",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","1_CLIMATE_6hard90","pre","climate","6",6,"90",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","1_CLIMATE_10hard90","pre","climate","10",10,"90",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","1_OTHERS_2easy40","pre","prosocial","2",2,"40",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","1_OTHERS_6easy40","pre","prosocial","6",6,"40",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","1_OTHERS_10easy40","pre","prosocial","10",10,"40",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","1_OTHERS_2hard90","pre","prosocial","2",2,"90",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","1_OTHERS_6hard90","pre","prosocial","6",6,"90",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","1_OTHERS_10hard90","pre","prosocial","10",10,"90",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","2_SELF_2easy40","post","self","2",2,"40",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","2_SELF_6easy40","post","self","6",6,"40",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","2_SELF_10easy40","post","self","10",10,"40",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","2_SELF_2hard90","post","self","2",2,"90",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","2_SELF_6hard90","post","self","6",6,"90",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","2_SELF_10hard90","post","self","10",10,"90",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","2_CLIMATE_2easy40","post","climate","2",2,"40",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","2_CLIMATE_6easy40","post","climate","6",6,"40",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","2_CLIMATE_10easy40","post","climate","10",10,"40",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","2_CLIMATE_2hard90","post","climate","2",2,"90",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","2_CLIMATE_6hard90","post","climate","6",6,"90",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","2_CLIMATE_10hard90","post","climate","10",10,"90",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","2_OTHERS_2easy40","post","prosocial","2",2,"40",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","2_OTHERS_6easy40","post","prosocial","6",6,"40",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","2_OTHERS_10easy40","post","prosocial","10",10,"40",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","2_OTHERS_2hard90","post","prosocial","2",2,"90",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","2_OTHERS_6hard90","post","prosocial","6",6,"90",1,1.25,1.5,1.375,-1.17325949367089
"54","1","7","low_norm","2_OTHERS_10hard90","post","prosocial","10",10,"90",1,1.25,1.5,1.375,-1.17325949367089
"57","2","1","control","1_SELF_2easy40","pre","self","2",2,"40",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","1_SELF_6easy40","pre","self","6",6,"40",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","1_SELF_10easy40","pre","self","10",10,"40",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","1_SELF_2hard90","pre","self","2",2,"90",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","1_SELF_6hard90","pre","self","6",6,"90",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","1_SELF_10hard90","pre","self","10",10,"90",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","1_CLIMATE_2easy40","pre","climate","2",2,"40",0,1.5,3,2.25,-0.298259493670886
"57","2","1","control","1_CLIMATE_6easy40","pre","climate","6",6,"40",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","1_CLIMATE_10easy40","pre","climate","10",10,"40",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","1_CLIMATE_2hard90","pre","climate","2",2,"90",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","1_CLIMATE_6hard90","pre","climate","6",6,"90",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","1_CLIMATE_10hard90","pre","climate","10",10,"90",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","1_OTHERS_2easy40","pre","prosocial","2",2,"40",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","1_OTHERS_6easy40","pre","prosocial","6",6,"40",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","1_OTHERS_10easy40","pre","prosocial","10",10,"40",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","1_OTHERS_2hard90","pre","prosocial","2",2,"90",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","1_OTHERS_6hard90","pre","prosocial","6",6,"90",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","1_OTHERS_10hard90","pre","prosocial","10",10,"90",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","2_SELF_2easy40","post","self","2",2,"40",0,1.5,3,2.25,-0.298259493670886
"57","2","1","control","2_SELF_6easy40","post","self","6",6,"40",0,1.5,3,2.25,-0.298259493670886
"57","2","1","control","2_SELF_10easy40","post","self","10",10,"40",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","2_SELF_2hard90","post","self","2",2,"90",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","2_SELF_6hard90","post","self","6",6,"90",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","2_SELF_10hard90","post","self","10",10,"90",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","2_CLIMATE_2easy40","post","climate","2",2,"40",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","2_CLIMATE_6easy40","post","climate","6",6,"40",0,1.5,3,2.25,-0.298259493670886
"57","2","1","control","2_CLIMATE_10easy40","post","climate","10",10,"40",0,1.5,3,2.25,-0.298259493670886
"57","2","1","control","2_CLIMATE_2hard90","post","climate","2",2,"90",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","2_CLIMATE_6hard90","post","climate","6",6,"90",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","2_CLIMATE_10hard90","post","climate","10",10,"90",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","2_OTHERS_2easy40","post","prosocial","2",2,"40",0,1.5,3,2.25,-0.298259493670886
"57","2","1","control","2_OTHERS_6easy40","post","prosocial","6",6,"40",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","2_OTHERS_10easy40","post","prosocial","10",10,"40",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","2_OTHERS_2hard90","post","prosocial","2",2,"90",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","2_OTHERS_6hard90","post","prosocial","6",6,"90",1,1.5,3,2.25,-0.298259493670886
"57","2","1","control","2_OTHERS_10hard90","post","prosocial","10",10,"90",1,1.5,3,2.25,-0.298259493670886
"59","2","1","high_norm","1_SELF_2easy40","pre","self","2",2,"40",1,1,3,2,-0.548259493670886
"59","2","1","high_norm","1_SELF_6easy40","pre","self","6",6,"40",0,1,3,2,-0.548259493670886
"59","2","1","high_norm","1_SELF_10easy40","pre","self","10",10,"40",0,1,3,2,-0.548259493670886
"59","2","1","high_norm","1_SELF_2hard90","pre","self","2",2,"90",1,1,3,2,-0.548259493670886
"59","2","1","high_norm","1_SELF_6hard90","pre","self","6",6,"90",1,1,3,2,-0.548259493670886
"59","2","1","high_norm","1_SELF_10hard90","pre","self","10",10,"90",1,1,3,2,-0.548259493670886
"59","2","1","high_norm","1_CLIMATE_2easy40","pre","climate","2",2,"40",1,1,3,2,-0.548259493670886
"59","2","1","high_norm","1_CLIMATE_6easy40","pre","climate","6",6,"40",1,1,3,2,-0.548259493670886
"59","2","1","high_norm","1_CLIMATE_10easy40","pre","climate","10",10,"40",1,1,3,2,-0.548259493670886
"59","2","1","high_norm","1_CLIMATE_2hard90","pre","climate","2",2,"90",1,1,3,2,-0.548259493670886
"59","2","1","high_norm","1_CLIMATE_6hard90","pre","climate","6",6,"90",1,1,3,2,-0.548259493670886
"59","2","1","high_norm","1_CLIMATE_10hard90","pre","climate","10",10,"90",0,1,3,2,-0.548259493670886
"59","2","1","high_norm","1_OTHERS_2easy40","pre","prosocial","2",2,"40",1,1,3,2,-0.548259493670886
"59","2","1","high_norm","1_OTHERS_6easy40","pre","prosocial","6",6,"40",1,1,3,2,-0.548259493670886
"59","2","1","high_norm","1_OTHERS_10easy40","pre","prosocial","10",10,"40",0,1,3,2,-0.548259493670886
"59","2","1","high_norm","1_OTHERS_2hard90","pre","prosocial","2",2,"90",0,1,3,2,-0.548259493670886
"59","2","1","high_norm","1_OTHERS_6hard90","pre","prosocial","6",6,"90",0,1,3,2,-0.548259493670886
"59","2","1","high_norm","1_OTHERS_10hard90","pre","prosocial","10",10,"90",1,1,3,2,-0.548259493670886
"59","2","1","high_norm","2_SELF_2easy40","post","self","2",2,"40",1,1,3,2,-0.548259493670886
